order_date,customer_id,region,category,sales
27-12-2016,SN-20710,Central,Furniture,532.3992
27-12-2016,SN-20710,Central,Furniture,212.058
27-12-2016,SN-20710,Central,Technology,371.168
10-09-2018,LC-16930,Central,Technology,147.168
17-07-2017,RA-19885,West,Office Supplies,77.88
19-09-2018,ES-14080,South,Office Supplies,95.616
11-03-2017,ON-18715,Central,Technology,45.98
11-03-2017,ON-18715,Central,Office Supplies,17.46
20-10-2015,PO-18865,Central,Office Supplies,211.96
20-06-2017,LH-16900,East,Technology,45
20-06-2017,LH-16900,East,Technology,21.8
18-04-2016,DP-13000,Central,Office Supplies,38.22
18-04-2016,DP-13000,Central,Office Supplies,75.18
18-04-2016,DP-13000,Central,Furniture,6.16
18-04-2016,DP-13000,Central,Furniture,89.99
11-12-2017,JM-15265,East,Office Supplies,15.26
11-12-2017,JM-15265,East,Technology,1029.95
17-06-2017,TB-21055,East,Office Supplies,208.56
17-06-2017,TB-21055,East,Office Supplies,32.4
17-06-2017,TB-21055,East,Furniture,319.41
17-06-2017,TB-21055,East,Office Supplies,14.56
17-06-2017,TB-21055,East,Technology,30
17-06-2017,TB-21055,East,Office Supplies,48.48
17-06-2017,TB-21055,East,Office Supplies,1.68
24-11-2016,KM-16720,West,Technology,13.98
24-11-2016,KM-16720,West,Office Supplies,25.824
24-11-2016,KM-16720,West,Office Supplies,146.73
24-11-2016,KM-16720,West,Furniture,79.76
30-04-2016,PS-18970,Central,Furniture,213.115
05-12-2015,BS-11590,West,Office Supplies,1113.024
05-12-2015,BS-11590,West,Technology,167.968
04-06-2017,KD-16270,South,Office Supplies,75.88
18-09-2017,HM-14980,East,Office Supplies,4.616
14-09-2018,TB-21520,Central,Office Supplies,19.05
26-04-2016,JE-15745,South,Furniture,831.936
26-04-2016,JE-15745,South,Furniture,97.04
26-04-2016,JE-15745,South,Office Supplies,72.784
09-12-2018,KB-16600,Central,Office Supplies,1.248
09-12-2018,KB-16600,Central,Furniture,9.708
09-12-2018,KB-16600,Central,Office Supplies,27.24
26-11-2015,JE-15745,Central,Furniture,19.3
12-06-2017,SC-20770,South,Office Supplies,208.16
12-06-2017,SC-20770,South,Office Supplies,16.74
12-10-2015,DN-13690,West,Office Supplies,14.9
12-10-2015,DN-13690,West,Office Supplies,21.39
03-09-2016,JC-16105,South,Office Supplies,200.984
13-11-2018,CS-12400,Central,Office Supplies,230.376
28-05-2018,PO-18865,South,Furniture,301.96
26-10-2018,PG-18895,Central,Technology,19.99
26-10-2018,PG-18895,Central,Office Supplies,6.16
05-04-2017,GM-14455,Central,Office Supplies,158.368
17-09-2017,JS-15685,West,Office Supplies,20.1
17-09-2017,JS-15685,West,Technology,73.584
17-09-2017,JS-15685,West,Office Supplies,6.48
31-01-2016,KB-16315,Central,Office Supplies,12.96
31-01-2016,KB-16315,Central,Furniture,53.34
31-01-2016,KB-16315,Central,Office Supplies,32.96
06-11-2018,RB-19705,West,Office Supplies,5.682
09-11-2018,PN-18775,East,Furniture,96.53
17-06-2018,KD-16345,West,Office Supplies,51.312
06-09-2017,ER-13855,Central,Office Supplies,77.88
29-08-2017,RB-19465,Central,Office Supplies,64.624
29-08-2017,RB-19465,Central,Technology,95.976
29-08-2017,RB-19465,Central,Office Supplies,1.788
01-12-2017,GZ-14470,Central,Office Supplies,23.92
13-11-2016,LC-16870,West,Technology,238.896
13-11-2016,LC-16870,West,Furniture,102.36
13-11-2016,LC-16870,West,Office Supplies,36.882
23-11-2018,JM-15250,South,Technology,74.112
23-11-2018,JM-15250,South,Technology,27.992
23-11-2018,JM-15250,South,Office Supplies,3.304
15-10-2016,PA-19060,Central,Technology,339.96
25-12-2018,CV-12805,East,Furniture,41.96
03-11-2017,CL-12565,Central,Office Supplies,75.96
03-11-2017,CL-12565,Central,Office Supplies,27.24
25-08-2015,RC-19960,East,Office Supplies,40.096
25-08-2015,RC-19960,East,Office Supplies,4.72
25-08-2015,RC-19960,East,Office Supplies,23.976
25-08-2015,RC-19960,East,Office Supplies,130.464
02-03-2016,DK-13090,West,Furniture,787.53
05-04-2016,GG-14650,South,Office Supplies,157.794
12-06-2017,SC-20725,East,Furniture,47.04
12-06-2017,SC-20725,East,Office Supplies,30.84
12-06-2017,SC-20725,East,Office Supplies,226.56
12-06-2017,SC-20725,East,Office Supplies,115.02
12-06-2017,SC-20725,East,Technology,68.04
26-12-2015,AD-10180,Central,Furniture,600.558
20-09-2015,PF-19165,Central,Furniture,617.7
05-11-2018,TS-21610,West,Office Supplies,2.388
05-11-2018,TS-21610,West,Office Supplies,243.992
06-11-2017,LS-16975,West,Furniture,81.424
06-11-2017,LS-16975,West,Furniture,238.56
02-02-2018,DW-13585,East,Technology,59.97
02-02-2018,DW-13585,East,Office Supplies,78.304
02-02-2018,DW-13585,East,Office Supplies,21.456
13-10-2017,LC-16885,West,Office Supplies,20.04
13-10-2017,LC-16885,West,Office Supplies,35.44
13-10-2017,LC-16885,West,Office Supplies,11.52
13-10-2017,LC-16885,West,Office Supplies,4.02
13-10-2017,LC-16885,West,Office Supplies,76.176
13-10-2017,LC-16885,West,Office Supplies,65.88
13-10-2017,LC-16885,West,Furniture,43.12
05-09-2017,JD-15895,East,Furniture,82.8
18-09-2018,SH-19975,West,Office Supplies,8.82
18-09-2018,SH-19975,West,Office Supplies,10.86
18-09-2018,SH-19975,West,Office Supplies,143.7
22-12-2018,SG-20080,Central,Office Supplies,839.43
07-09-2016,HA-14920,West,Office Supplies,671.93
22-10-2015,MG-17680,East,Furniture,93.888
05-12-2017,JE-16165,Central,Technology,384.45
05-12-2017,JE-16165,Central,Technology,149.97
05-12-2017,JE-16165,Central,Furniture,1951.84
05-12-2017,JE-16165,Central,Office Supplies,171.55
13-03-2017,TW-21025,West,Office Supplies,157.92
13-03-2017,TW-21025,West,Technology,203.184
31-05-2016,SP-20650,West,Office Supplies,58.38
31-05-2016,SP-20650,West,Office Supplies,105.52
31-05-2016,SP-20650,West,Office Supplies,80.88
28-05-2016,NK-18490,West,Office Supplies,6.63
01-03-2015,DB-13060,West,Furniture,457.568
20-11-2017,NP-18670,Central,Office Supplies,14.62
20-11-2017,NP-18670,Central,Technology,944.93
11-05-2017,TT-21070,West,Office Supplies,5.98
28-12-2016,EM-13960,East,Technology,54.384
16-11-2017,RD-19900,West,Office Supplies,28.4
07-11-2017,MJ-17740,West,Office Supplies,27.68
08-09-2015,BM-11140,Central,Office Supplies,9.936
08-09-2015,BM-11140,Central,Technology,8159.952
08-09-2015,BM-11140,Central,Office Supplies,275.928
08-09-2015,BM-11140,Central,Furniture,1740.06
08-09-2015,BM-11140,Central,Office Supplies,32.064
08-09-2015,BM-11140,Central,Office Supplies,177.98
08-09-2015,BM-11140,Central,Technology,143.976
05-08-2015,CS-12130,West,Office Supplies,20.94
05-08-2015,CS-12130,West,Office Supplies,110.96
05-08-2015,CS-12130,West,Furniture,340.144
14-09-2015,JB-15400,Central,Office Supplies,52.448
14-09-2015,JB-15400,Central,Office Supplies,20.16
21-04-2018,SJ-20500,Central,Office Supplies,97.264
21-11-2016,JE-15745,East,Furniture,396.802
21-11-2016,JE-15745,East,Office Supplies,15.88
15-12-2016,JK-15640,East,Office Supplies,3.28
05-12-2015,DK-13150,Central,Office Supplies,24.816
05-12-2015,DK-13150,Central,Technology,408.744
19-11-2015,RM-19675,South,Technology,503.96
19-11-2015,RM-19675,South,Technology,149.95
19-11-2015,RM-19675,South,Technology,29
28-11-2017,SK-19990,East,Office Supplies,7.16
26-08-2015,FM-14290,West,Technology,176.8
16-07-2017,AM-10360,Central,Office Supplies,37.224
16-07-2017,AM-10360,Central,Office Supplies,20.016
12-10-2016,MP-17470,East,Furniture,899.136
12-10-2016,MP-17470,East,Technology,71.76
12-10-2016,MP-17470,East,Office Supplies,51.84
12-10-2016,MP-17470,East,Furniture,626.352
12-10-2016,MP-17470,East,Office Supplies,19.9
31-10-2016,MZ-17515,West,Office Supplies,14.28
21-03-2015,CB-12025,East,Office Supplies,7.408
21-03-2015,CB-12025,East,Office Supplies,6.048
06-11-2018,VM-21685,East,Office Supplies,46.26
06-07-2018,FH-14365,East,Office Supplies,2.946
06-07-2018,FH-14365,East,Office Supplies,16.056
24-06-2018,MB-17305,East,Office Supplies,21.744
03-08-2015,BS-11755,West,Furniture,218.75
03-08-2015,BS-11755,West,Office Supplies,2.6
17-12-2018,LC-17140,Central,Office Supplies,66.284
03-06-2018,HK-14890,South,Furniture,35.168
09-12-2018,LE-16810,West,Technology,444.768
01-12-2018,JH-15985,Central,Office Supplies,83.92
01-12-2018,JH-15985,Central,Technology,131.98
01-12-2018,JH-15985,Central,Office Supplies,15.92
01-12-2018,JH-15985,Central,Office Supplies,52.29
01-12-2018,JH-15985,Central,Office Supplies,91.99
09-02-2016,MS-17980,Central,Technology,20.8
02-01-2016,VW-21775,East,Office Supplies,23.68
02-01-2016,VW-21775,East,Furniture,452.45
02-01-2016,VW-21775,East,Technology,62.982
02-01-2016,VW-21775,East,Technology,1188
02-01-2016,VW-21775,East,Technology,89.584
28-10-2017,JH-15910,West,Office Supplies,93.06
28-10-2017,JH-15910,West,Technology,302.376
24-12-2016,JB-15925,East,Office Supplies,5.584
24-12-2016,JB-15925,East,Office Supplies,22.704
24-12-2016,JB-15925,East,Office Supplies,19.776
24-12-2016,JB-15925,East,Furniture,72.704
24-12-2016,JB-15925,East,Technology,479.988
24-12-2016,JB-15925,East,Office Supplies,27.168
09-08-2016,DS-13180,Central,Office Supplies,2.2
09-08-2016,DS-13180,Central,Furniture,622.45
09-08-2016,DS-13180,Central,Office Supplies,21.98
28-02-2016,VD-21670,South,Furniture,161.568
28-02-2016,VD-21670,South,Furniture,389.696
13-09-2015,EA-14035,South,Office Supplies,18.648
07-04-2018,CS-12400,South,Furniture,233.86
07-04-2018,CS-12400,South,Furniture,620.6145
07-04-2018,CS-12400,South,Office Supplies,5.328
07-04-2018,CS-12400,South,Furniture,258.072
07-04-2018,CS-12400,South,Technology,617.976
12-11-2018,DB-13120,West,Office Supplies,10.56
04-06-2017,KL-16645,Central,Office Supplies,25.92
04-06-2017,KL-16645,Central,Furniture,419.68
04-06-2017,KL-16645,Central,Furniture,11.688
04-06-2017,KL-16645,Central,Technology,31.984
04-06-2017,KL-16645,Central,Furniture,177.225
04-06-2017,KL-16645,Central,Furniture,4.044
04-06-2017,KL-16645,Central,Office Supplies,7.408
01-06-2015,DW-13480,Central,Furniture,2001.86
01-06-2015,DW-13480,Central,Office Supplies,166.72
01-06-2015,DW-13480,Central,Office Supplies,47.88
01-06-2015,DW-13480,Central,Office Supplies,1503.25
01-06-2015,DW-13480,Central,Office Supplies,25.92
10-12-2017,LH-17155,West,Furniture,321.568
11-09-2017,KC-16540,West,Office Supplies,7.61
11-09-2017,KC-16540,West,Technology,3347.37
10-12-2017,DL-13315,East,Office Supplies,80.58
10-12-2017,DL-13315,East,Office Supplies,361.92
28-11-2016,DR-12880,Central,Furniture,12.132
28-11-2016,DR-12880,Central,Office Supplies,82.368
28-11-2016,DR-12880,Central,Office Supplies,53.92
28-11-2016,DR-12880,Central,Technology,647.904
01-12-2018,CC-12670,East,Technology,20.37
01-12-2018,CC-12670,East,Office Supplies,221.55
01-12-2018,CC-12670,East,Office Supplies,17.52
08-06-2018,Dl-13600,Central,Office Supplies,1.624
19-09-2015,SB-20290,Central,Technology,3059.982
19-09-2015,SB-20290,Central,Technology,2519.958
06-06-2017,RC-19825,Central,Technology,328.224
10-11-2016,AH-10210,West,Technology,79.9
16-06-2018,CB-12535,South,Office Supplies,14.016
22-01-2017,PG-18895,East,Office Supplies,7.56
09-12-2018,CA-12310,East,Office Supplies,37.208
09-12-2018,CA-12310,East,Office Supplies,57.576
28-12-2018,KH-16690,West,Office Supplies,725.84
30-07-2016,HA-14920,West,Technology,209.93
30-07-2016,HA-14920,West,Furniture,5.28
30-07-2016,HA-14920,West,Office Supplies,10.92
16-09-2018,BB-10990,West,Office Supplies,8.82
16-09-2018,BB-10990,West,Office Supplies,5.98
13-10-2018,AG-10495,East,Office Supplies,11.648
13-10-2018,AG-10495,East,Office Supplies,18.176
13-10-2018,AG-10495,East,Office Supplies,59.712
13-10-2018,AG-10495,East,Office Supplies,24.84
26-09-2016,SC-20725,Central,Office Supplies,2.08
26-09-2016,SC-20725,Central,Technology,1114.4
02-11-2016,JO-15280,West,Furniture,1038.84
26-09-2016,TB-21520,West,Office Supplies,141.76
26-09-2016,TB-21520,West,Technology,239.8
26-09-2016,TB-21520,West,Office Supplies,31.104
18-12-2017,AH-10195,South,Office Supplies,254.058
18-12-2017,AH-10195,South,Office Supplies,194.528
18-12-2017,AH-10195,South,Office Supplies,961.48
20-11-2017,NZ-18565,East,Office Supplies,19.096
20-11-2017,NZ-18565,East,Office Supplies,18.496
20-11-2017,NZ-18565,East,Technology,255.984
20-11-2017,NZ-18565,East,Furniture,86.97
26-12-2015,KL-16555,West,Furniture,300.416
26-12-2015,KL-16555,West,Furniture,230.352
26-12-2015,KL-16555,West,Furniture,218.352
26-12-2015,KL-16555,West,Office Supplies,78.6
26-12-2015,KL-16555,West,Office Supplies,27.552
28-10-2017,JD-15895,East,Office Supplies,32.4
28-10-2017,JD-15895,East,Office Supplies,1082.48
28-10-2017,JD-15895,East,Office Supplies,56.91
28-10-2017,JD-15895,East,Furniture,77.6
28-10-2017,JD-15895,East,Office Supplies,14.28
19-11-2018,JH-15910,Central,Furniture,219.075
04-05-2016,AS-10225,East,Furniture,26.8
30-12-2015,KB-16600,Central,Office Supplies,9.84
01-06-2015,CR-12625,East,Office Supplies,45.48
01-06-2015,CR-12625,East,Office Supplies,289.2
15-04-2018,SH-20395,South,Office Supplies,4.89
12-09-2017,BP-11185,West,Furniture,15.136
12-09-2017,BP-11185,West,Furniture,466.768
12-09-2017,BP-11185,West,Furniture,15.232
12-09-2017,BP-11185,West,Office Supplies,6.264
27-09-2015,TS-21205,East,Furniture,87.54
09-08-2015,AG-10525,South,Technology,178.384
09-08-2015,AG-10525,South,Office Supplies,15.552
28-12-2015,SP-20860,East,Office Supplies,99.136
04-11-2015,NM-18445,East,Furniture,135.882
04-11-2015,NM-18445,East,Technology,3991.98
04-11-2015,NM-18445,East,Technology,275.94
04-11-2015,NM-18445,East,Technology,360
04-11-2015,NM-18445,East,Office Supplies,43.57
19-09-2015,FA-14230,West,Office Supplies,7.16
23-04-2017,GK-14620,West,Office Supplies,251.52
23-04-2017,GK-14620,West,Technology,99.99
03-11-2018,DJ-13510,South,Furniture,15.992
30-08-2017,PO-18850,East,Technology,290.898
30-08-2017,PO-18850,East,Office Supplies,54.224
30-08-2017,PO-18850,East,Furniture,786.744
30-08-2017,PO-18850,East,Office Supplies,100.24
30-08-2017,PO-18850,East,Office Supplies,37.764
25-04-2017,JL-15850,East,Technology,82.8
25-04-2017,JL-15850,East,Office Supplies,20.724
25-04-2017,JL-15850,East,Office Supplies,4.896
01-09-2016,DB-13615,West,Office Supplies,4.752
01-09-2016,DB-13615,West,Technology,959.984
01-09-2016,DB-13615,West,Office Supplies,14.368
12-07-2015,AC-10420,West,Office Supplies,7.712
12-07-2015,AC-10420,West,Furniture,698.352
22-06-2016,KL-16645,West,Office Supplies,4.96
13-04-2015,JD-15895,East,Office Supplies,17.856
13-04-2015,JD-15895,East,Office Supplies,509.97
13-04-2015,JD-15895,East,Office Supplies,30.992
13-04-2015,JD-15895,East,Technology,71.928
20-12-2016,CS-12130,Central,Office Supplies,88.8
15-06-2018,CC-12550,West,Technology,47.976
08-07-2018,TD-20995,East,Office Supplies,7.56
08-07-2018,TD-20995,East,Office Supplies,24.56
08-07-2018,TD-20995,East,Office Supplies,12.96
01-09-2017,AB-10060,East,Technology,6.79
01-09-2017,AB-10060,East,Office Supplies,24.56
01-09-2017,AB-10060,East,Office Supplies,3.048
01-09-2017,AB-10060,East,Office Supplies,49.12
01-09-2017,AB-10060,East,Office Supplies,4355.168
08-04-2017,JL-15505,East,Furniture,388.704
08-04-2017,JL-15505,East,Office Supplies,8.26
08-04-2017,JL-15505,East,Office Supplies,17.04
08-04-2017,JL-15505,East,Office Supplies,34.4
23-04-2017,HK-14890,South,Office Supplies,36.24
08-03-2018,VB-21745,South,Office Supplies,647.84
08-03-2018,VB-21745,South,Office Supplies,20.7
25-09-2018,KW-16435,East,Office Supplies,20.7
25-09-2018,KW-16435,East,Furniture,488.646
25-09-2018,KW-16435,East,Office Supplies,5.56
25-09-2018,KW-16435,East,Furniture,47.12
24-09-2015,JD-16060,West,Office Supplies,211.96
21-10-2017,MK-17905,East,Office Supplies,23.2
21-10-2017,MK-17905,East,Office Supplies,7.36
21-10-2017,MK-17905,East,Office Supplies,104.79
21-10-2017,MK-17905,East,Furniture,1043.92
29-05-2018,GT-14755,Central,Office Supplies,25.92
29-05-2018,GT-14755,Central,Office Supplies,53.424
23-07-2015,AG-10900,West,Office Supplies,8.16
23-07-2015,AG-10900,West,Technology,1023.936
23-07-2015,AG-10900,West,Office Supplies,9.24
23-07-2015,AG-10900,West,Technology,479.04
28-09-2017,MM-18280,Central,Office Supplies,99.136
27-08-2018,AR-10405,East,Furniture,1488.424
28-04-2016,RA-19915,Central,Office Supplies,8.652
28-04-2016,RA-19915,Central,Office Supplies,23.832
28-04-2016,RA-19915,Central,Office Supplies,12.176
28-10-2017,AS-10285,West,Office Supplies,50.96
28-10-2017,AS-10285,West,Office Supplies,49.536
26-06-2016,LA-16780,Central,Technology,41.9
27-11-2016,DO-13435,South,Furniture,375.4575
27-11-2016,DO-13435,South,Technology,83.976
03-12-2016,DK-13225,East,Technology,482.34
03-12-2016,DK-13225,East,Furniture,2.96
24-11-2015,NG-18430,East,Office Supplies,2.624
11-12-2018,MV-18190,East,Office Supplies,23.36
11-12-2018,MV-18190,East,Technology,39.98
21-09-2015,JG-15115,West,Technology,246.384
21-09-2015,JG-15115,West,Technology,1799.97
07-06-2015,BP-11095,Central,Office Supplies,12.462
30-06-2018,VP-21730,West,Office Supplies,75.792
17-10-2018,SS-20140,East,Office Supplies,49.96
17-10-2018,SS-20140,East,Office Supplies,12.96
31-10-2016,HP-14815,Central,Office Supplies,70.12
08-09-2017,AG-10675,Central,Office Supplies,35.952
08-09-2017,AG-10675,Central,Furniture,2396.2656
08-09-2017,AG-10675,Central,Office Supplies,131.136
08-09-2017,AG-10675,Central,Technology,57.584
24-12-2015,LF-17185,South,Office Supplies,9.568
16-04-2015,SP-20650,South,Office Supplies,39.072
24-12-2018,RF-19840,East,Office Supplies,35.91
08-12-2018,KH-16510,West,Technology,179.95
08-12-2018,KH-16510,West,Technology,1199.976
08-12-2018,KH-16510,West,Office Supplies,27.15
08-12-2018,KH-16510,West,Furniture,1004.024
08-12-2018,KH-16510,West,Office Supplies,9.68
08-12-2018,KH-16510,West,Office Supplies,28.35
08-12-2018,KH-16510,West,Office Supplies,55.98
08-12-2018,KH-16510,West,Furniture,1336.829
08-12-2018,KH-16510,West,Furniture,113.568
03-11-2018,KC-16675,West,Office Supplies,139.86
03-11-2018,KC-16675,West,Furniture,307.136
24-06-2018,CJ-12010,West,Office Supplies,95.92
14-04-2017,PB-19150,West,Furniture,383.8
06-11-2018,VB-21745,South,Office Supplies,5.78
04-03-2018,SP-20860,West,Office Supplies,9.32
04-03-2018,SP-20860,West,Office Supplies,15.25
22-06-2015,JE-15745,West,Technology,196.752
19-10-2018,MP-17965,East,Furniture,56.56
19-10-2018,MP-17965,East,Office Supplies,32.7
21-08-2018,NF-18385,South,Furniture,866.4
23-11-2018,JM-15265,Central,Furniture,28.4
23-11-2018,JM-15265,Central,Office Supplies,287.92
12-09-2015,SD-20485,East,Technology,69.99
01-10-2018,KH-16630,Central,Office Supplies,6.672
15-04-2017,RB-19795,South,Office Supplies,189.588
15-04-2017,RB-19795,South,Technology,408.744
15-04-2017,RB-19795,South,Technology,291.96
15-04-2017,RB-19795,South,Office Supplies,4.768
06-06-2017,DB-13060,East,Office Supplies,714.3
19-12-2015,MK-18160,South,Office Supplies,4.812
19-12-2015,MK-18160,South,Technology,247.8
12-06-2017,PO-19180,Central,Technology,1007.979
12-06-2017,PO-19180,Central,Office Supplies,313.488
15-09-2018,BB-11545,Central,Office Supplies,31.872
20-01-2018,CV-12805,East,Furniture,207.846
05-09-2017,PK-19075,Central,Furniture,12.22
05-09-2017,PK-19075,Central,Office Supplies,194.94
05-09-2017,PK-19075,Central,Office Supplies,70.95
05-09-2017,PK-19075,Central,Office Supplies,91.36
05-09-2017,PK-19075,Central,Furniture,242.94
05-09-2017,PK-19075,Central,Office Supplies,22.05
20-03-2018,TB-21595,Central,Furniture,2.91
01-04-2017,RB-19360,East,Office Supplies,59.52
01-04-2017,RB-19360,East,Office Supplies,161.94
01-04-2017,RB-19360,East,Office Supplies,263.88
01-04-2017,RB-19360,East,Office Supplies,30.48
01-04-2017,RB-19360,East,Office Supplies,9.84
01-04-2017,RB-19360,East,Technology,35.12
20-10-2018,EB-13705,East,Furniture,284.364
20-10-2018,EB-13705,East,Office Supplies,665.408
13-12-2017,KH-16630,Central,Technology,63.88
12-02-2015,SC-20095,West,Furniture,129.568
26-09-2017,NF-18385,Central,Furniture,747.558
26-09-2017,NF-18385,Central,Office Supplies,8.928
15-12-2016,JH-15985,West,Office Supplies,103.92
15-12-2016,JH-15985,West,Technology,899.91
15-12-2016,JH-15985,West,Office Supplies,51.312
22-04-2017,TN-21040,West,Furniture,23.56
22-04-2017,TN-21040,West,Furniture,1272.63
22-04-2017,TN-21040,West,Office Supplies,28.485
22-04-2017,TN-21040,West,Office Supplies,185.376
22-04-2017,TN-21040,West,Office Supplies,78.272
17-01-2016,JS-15940,Central,Furniture,254.744
31-03-2018,DS-13180,Central,Furniture,205.3328
16-12-2017,CC-12670,Central,Office Supplies,4.788
20-12-2016,MH-17785,East,Office Supplies,55.48
09-11-2015,JP-15520,West,Office Supplies,340.92
09-11-2015,JP-15520,West,Furniture,222.666
09-11-2015,JP-15520,West,Technology,703.968
09-11-2015,JP-15520,West,Office Supplies,92.52
09-11-2015,JP-15520,West,Office Supplies,62.65
09-11-2015,JP-15520,West,Office Supplies,94.85
12-07-2017,KH-16690,West,Technology,95.76
27-10-2017,JE-15475,East,Furniture,40.2
26-06-2017,JG-15805,East,Office Supplies,14.7
26-06-2017,JG-15805,East,Office Supplies,704.25
06-10-2015,XP-21865,West,Technology,9.09
22-07-2015,EM-14065,East,Office Supplies,5.96
22-07-2015,EM-14065,East,Technology,159.98
10-06-2018,MT-18070,West,Office Supplies,29.6
10-06-2018,MT-18070,West,Furniture,514.165
10-06-2018,MT-18070,West,Technology,279.96
29-10-2015,SA-20830,Central,Technology,2735.952
09-06-2015,CW-11905,Central,Technology,7.992
09-06-2015,CW-11905,Central,Technology,63.984
09-06-2015,CW-11905,Central,Office Supplies,70.368
14-09-2015,AJ-10960,East,Office Supplies,449.15
14-09-2015,AJ-10960,East,Office Supplies,11.07
09-05-2017,SS-20590,West,Technology,93.98
18-03-2017,RO-19780,South,Furniture,189.882
27-12-2016,MD-17350,South,Office Supplies,105.42
25-07-2017,SC-20095,West,Office Supplies,119.616
25-07-2017,SC-20095,West,Furniture,255.76
25-07-2017,SC-20095,West,Furniture,241.568
25-07-2017,SC-20095,West,Furniture,69.3
30-05-2017,MY-17380,West,Office Supplies,22.62
30-05-2017,MY-17380,West,Office Supplies,14.952
30-05-2017,MY-17380,West,Furniture,801.568
30-05-2017,MY-17380,West,Office Supplies,2.376
30-05-2017,MY-17380,West,Office Supplies,32.792
12-11-2018,EB-13705,East,Office Supplies,15.92
16-03-2016,CM-12385,South,Office Supplies,2.74
16-03-2016,CM-12385,South,Office Supplies,8.34
16-03-2016,CM-12385,South,Office Supplies,46.74
16-03-2016,CM-12385,South,Office Supplies,6354.95
26-11-2018,LS-17245,Central,Furniture,126.3
26-11-2018,LS-17245,Central,Technology,38.04
20-10-2017,LF-17185,East,Office Supplies,7.152
21-12-2018,BN-11515,West,Office Supplies,6.63
21-12-2018,BN-11515,West,Office Supplies,5.88
22-01-2018,AD-10180,West,Technology,2999.95
22-01-2018,AD-10180,West,Office Supplies,51.45
22-01-2018,AD-10180,West,Office Supplies,11.96
22-01-2018,AD-10180,West,Office Supplies,1126.02
22-03-2016,DB-13210,Central,Technology,18.392
22-03-2016,DB-13210,Central,Office Supplies,129.568
22-03-2016,DB-13210,Central,Office Supplies,14.112
23-01-2018,MC-17605,Central,Furniture,210.98
21-05-2017,LH-17155,West,Technology,55.176
21-05-2017,LH-17155,West,Technology,66.26
26-12-2016,BD-11605,East,Office Supplies,22.2
21-10-2018,PH-18790,South,Furniture,683.952
21-10-2018,PH-18790,South,Furniture,45.696
03-09-2016,MG-18145,East,Office Supplies,36.336
03-09-2016,MG-18145,East,Office Supplies,666.248
03-09-2016,MG-18145,East,Office Supplies,52.512
07-11-2016,KB-16240,West,Furniture,190.72
07-09-2018,JC-15340,West,Furniture,47.94
29-05-2017,RL-19615,South,Technology,979.95
29-05-2017,RL-19615,South,Office Supplies,22.75
10-07-2017,AA-10375,West,Office Supplies,16.768
03-09-2018,EP-13915,Central,Office Supplies,42.616
03-12-2016,MP-17470,East,Office Supplies,10.752
07-12-2016,DK-12985,South,Office Supplies,152.94
07-12-2016,DK-12985,South,Furniture,283.92
01-02-2015,BD-11500,Central,Technology,468.9
14-07-2017,ES-14080,West,Technology,380.864
18-12-2016,LM-17065,East,Office Supplies,646.776
11-05-2015,PG-18895,Central,Technology,58.112
11-05-2015,PG-18895,Central,Technology,100.792
11-05-2015,PG-18895,Central,Furniture,66.112
19-11-2018,AS-10135,East,Office Supplies,41.28
19-11-2018,AS-10135,East,Office Supplies,13.36
15-11-2016,DK-13225,Central,Office Supplies,250.272
15-11-2016,DK-13225,Central,Office Supplies,11.364
15-11-2016,DK-13225,Central,Office Supplies,8.72
